Reproduced origin time,Reproduced latitude,Reproduced longitude,Reproduced depth (km),Ho et al. origin time,Origin time without near source,Latitude without near source,Longitude without near source,Depth without near source (km),Origin time with STAR,Latitude with STAR,Longitude with STAR,Depth with STAR (km)
2003-12-03T05:22:49.147729,-75.23153760548051,160.54876558839405,0.800781,2003-12-03T05:22:49.034011,2003-12-03T05:23:53.338623,-77.40396908167175,162.19724457895612,4.84375,,,,
2003-12-03T06:56:46.238079,-75.28244861412753,160.8020013531943,1.855469,2003-12-03T06:56:42.947939,2003-12-03T06:57:13.473841,-76.8136007500555,157.7501753503511,13.28125,2003-12-03T06:56:46.571252,-75.3827846874314,160.87099499571744,-2.011719
2003-12-03T07:31:57.966162,-75.20067244181541,161.02299604859328,0.273438,2003-12-03T07:31:58.704102,2003-12-03T07:31:57.258267,-75.10146835755432,161.7779551326358,25.9375,2003-12-03T07:31:57.967800,-75.20067244181541,161.02299604859328,0.273438
2003-12-03T08:13:14.831432,-75.24110741214179,160.55019830491065,0.449219,2003-12-03T08:13:14.895671,2003-12-03T08:13:14.435597,-75.1759314941781,160.6912470895865,-3.59375,2003-12-03T08:13:15.186101,-75.37318202646684,160.8286788256579,-1.220703
2003-12-03T11:47:21.643872,-75.40326738203176,160.87618203325343,0.009766,2003-12-03T11:47:21.597313,2003-12-03T11:47:54.023496,-76.5209658412247,159.1750660177811,63.90625,2003-12-03T11:47:21.813995,-75.38717416148708,160.85385227058708,0.888672
2003-12-03T15:38:12.650649,-74.93354698154947,162.06168646358196,58.632812,2003-12-03T15:38:12.289153,2003-12-03T15:38:12.361845,-74.87778634629096,162.4572182443564,24.53125,2003-12-03T15:38:13.785581,-74.9627262869226,161.85368552703832,55.117188
2003-12-03T16:47:19.916282,-75.39600953526666,160.90097847081364,-2.451172,2003-12-03T16:47:19.637666,,,,,,,,
2003-12-03T17:27:39.344516,-75.18802702933692,161.1202598386402,1.152344,2003-12-03T17:27:39.357774,2003-12-03T17:27:39.694871,-75.28943051927784,161.1233099216037,-3.59375,2003-12-03T17:27:39.479576,-75.34620997275324,160.8435674593188,1.943359
2003-12-03T18:40:01.820020,-75.20453293123897,160.02093738465106,27.695312,2003-12-03T18:39:57.173500,,,,,2003-12-03T18:40:02.063434,-75.24167579050678,160.1153493233557,29.101562
2003-12-03T22:22:29.166230,-75.44702379162624,161.5099778775379,-4.824219,2003-12-03T22:22:28.785708,2003-12-03T22:22:28.508657,-75.35317423045318,161.53832985475196,-1.484375,2003-12-03T22:22:28.789085,-75.22577897112738,161.66848773882577,45.097656
2003-12-03T23:21:39.609774,-75.37402101833337,161.10854830560586,-4.912109,2003-12-03T23:21:39.086035,2003-12-03T23:21:38.622746,-75.38735654058786,160.84249005633058,125.078125,2003-12-03T23:21:39.534037,-75.38550041128735,161.11886767753185,-4.824219
2003-12-04T00:06:44.995964,-75.2577182200918,160.63010878414914,-4.824219,2003-12-04T00:06:44.958683,2003-12-04T00:06:46.606996,-78.28499076159413,153.50485647953283,-3.59375,2003-12-04T00:06:44.746372,-75.25165894273083,160.6678623085577,-4.824219
2003-12-04T02:43:07.542998,-75.42716536479898,160.83954378021255,27.519531,2003-12-04T02:43:08.058600,,,,,2003-12-04T02:43:07.477190,-75.39732422485078,160.86211761123366,-3.505859
